numero_faq;problema;solucao;categoria_faq;;;;;
68049;SELO DE IDENTIFICAÇÃO DOS ORGÂNICOS ;"  A consulta pública para escolha do selo de identificação dos orgânicos em todo o Brasil aconteceu até o dia 19/03/2009.O selo vencedor entrou em vigor treze meses após a publicação no Diário Oficial da União - DOU. O selo indica que o produto está dentro de normas e é avaliado por entidade credenciada pelo Ministério da Agricultura.Modelo do Selo: O selo do Sistema Brasileiro de Avaliação da Conformidade Orgânica - SisOrg é autorizado através de certificadoras de orgânicos credenciadas no MAPA e através de Organismos Participativos de Avaliação da Conformidade Orgânica - OPAC, também devidamente credenciados no MAPA. 
  Acesse para maiores informações: http://www.agricultura.gov.br, Clicar em ""Sustentabilidade - Orgânicos "". O produtor que desejar ter o reconhecimento de que seus produtos são orgânicos, utilizando o selo do SisOrg, deverá entrar em contato com certificadora ou SPG/OPAC. Legislação brasileira de orgânicos:Instrução Normativa nº 19/2009, IN 18/2009, Lei 10.831/2003, Decreto 06.323/2007, dentre outras disponíveis no site. Para instituir o selo único oficial do Sistema Brasileiro de Avaliação da Conformidade Orgânica, e estabelecer os requisitos para a sua utilização nos produtos orgânicos, deverá ser observada a Instrução Normativa n° 50 de 05 de novembro de 2009. Outra modalidade de garantia da qualidade orgânica, mas que não utiliza o selo do SisOrg é a venda direta ao consumidor, por agricultores familiares organizados em Organizações de Controle Social -OCS, cadastradas no MAPA. Só podem ser cadastrados produtores familiares que tenham direito à Declaração de Aptidão ao Pronaf -DAP e que vendem seus próprios produtos. Portanto não podem vender para supermercados ou quaisquer terceiros que façam revenda. 
Os o interessado em certificar seus produtos deve procurar uma certificadora ou OPAC credenciada no MAPA, descritas abaixo: 
Certificadoras: 
*Tecpar (PR) 
http://portal.tecpar.br/ 
 
*Ecocert Brasil 
http://www.ecocert.com.br/ 
 
*IBD Certificações 
http://www.ibd.com.br/ 
 
*IMO Control do Brasil 
http://www.planetaorganico.com.br/ 
 
*Agricontrol 
http://www.oiabrasil.com.br/ 
 
*Instituto Nacional de Tecnologia - INT (RJ) 
http://www.int.gov.br/ 
 
*OPACs (Organismo Participativo de Avaliação da Conformidade): 
Rede Ecovida (RS, SC, PR e SP) 
http://www.ecovida.org.br/ 
 
 
*Associação de Agricultura Natural de Campinas e Região – ANC http://www.anc.org.br/ 
 
*Associação Biodinâmica - ABD (SP, sul de MG) 
http://www.biodinamica.org.br/ 
Obs: Em caso de dúvidas informar ao cidadão o telefone da  Superintendência Federal de Agricultura no Estado. 
 ";AGRICULTURA-AGRICULTURA ORGANICA;;;;;
68050;INDUSTRIAIS PRODUTORAS DE AÇUCAR ;"Cadastramento de Unidades Industriais Produtoras de Açúcar e Etanol Para cadastramento de unidades industriais produtoras de açúcar e etanol, cooperativas de produção e comercialização e empresas comercializadoras de etanol solicitamos: 
1. Acessar o endereço eletrônico: http://www.agricultura.gov.br 
2. Clicar na opção: Sustentabilidade 
3. Clicar no item: Agroenergia  
4. Clicar na opção: Orientações Técnicas 
 
 Usinas e Destilarias cadastradas   
Para localizar a lista das usinas e destilarias cadastradas para a produção do etanol no site do Mapa, siga os seguintes passos: 
1- Realize o acesso à página www.agricultura.gov.br 
2- No campo Assuntos, clique no link Sustentabilidade; 
3- Selecionar o Menu ""Agroenergia"" 
4- Clique no item ""SAPCANA"" para realizar o acesso ao sistema e extrair os relatórios. 
 ";AGRICULTURA-AGROINDUSTRIAS;;;;;
68053;DESENVOLVIMENTO RURAL SUSTENTÁVEL;É um conceito de “desenvolvimento capaz de suprir as necessidades da geração atual, sem comprometer a capacidade de atender as necessidades das futuras gerações”. Essa definição surgiu em 1970 na Comissão Mundial sobre Meio Ambiente e Desenvolvimento (CMMAD), criada pelas Nações Unidas para discutir e propor meios de harmonizar dois objetivos: o desenvolvimento econômico e a conservação ambiental, relacionados a dois elementos – necessidades e limitações. O entendimento do termo “desenvolvimento rural sustentável” estabelece um novo cenário para o processo produtivo agrossilvipastoril, no sentido de promover o desenvolvimento onde sejam observados aspectos sociais, econômicos, culturais e ambientais, de forma a buscar uma alternativa sólida para o crescimento do segmento rural. A partir do entendimento sistêmico de todos esses fatores torna-se possível a compreensão de que a microbacia hidrográfica é a unidade de planejamento mais adequada para as atividades agrossilvipastorís. A partir dessa compreensão mais abrangente da atividade agropecuária, ressalta-se o grande desafio posto ao setor que, se por um lado deve conservar o meio ambiente, mas por outro necessita alterá-lo (ação antrópica), de forma a cumprir a função social da terra e a nobre missão de produzir alimentos e matérias primas para os outros setores da economia, precisa atentar para que toda a base do processo produtivo agropecuário seja sustentável. Assuntos relacionados ao Desenvolvimento Sustentável:-Agroextrativismo-Agroecologia-Agroenergia-Recuperação de áreas degradadas.;AGRICULTURA-DESENVOLVIMENTO SUSTENTAVEL;;;;;
68054;AGRICULTURA DE PRECISAO;"A Agricultura de Precisão é um sistema de gerenciamento agrícola baseado na variação espacial e temporal da unidade produtiva e visa ao aumento de retorno econômico ao agricultor, à sustentabilidade e à minimização do efeito ao ambiente.
 A AP proporciona ferramentas e tecnologias para gerar competitividade e sustentabilidade adequadas a todos os tipos de produção agrícola, incluindo pequeno, médio e grande produtor; independente da dimensão de sua propriedade e cultura plantada. 

 A AP proporciona o aumento da produtividade com a utilização racional dos fertilizantes, agrotóxicos e insumos em geral, com a utilização desses produtos na quantidade correta, colocados no momento preciso, além da utilização racional do consumo de água, com diminuição do risco de perdas das produções por efeitos climáticos. 

 O sistema deve ser harmonizado com o contexto social e cultural e aplica-se a todas as áreas de atuação do agronegócio. Independente da área e tipo de exploração da unidade produtiva, a Agricultura de Precisão é utilizada com sucesso, ou seja, desde o pequeno agricultor com área inferior a 10 ha como ao médio e ao grande produtor. ";AGRICULTURA-ENGENHARIA AGRICOLA-AGRICULTURA DE PRECISAO;;;;;
68055;AVIACAO AGRICOLA;" A aviação agrícola é um serviço especializado que busca proteger ou fomentar o desenvolvimento da agricultura por meio da aplicação em voo de fertilizantes, sementes e defensivos, povoamento de lagos e rios com peixes, reflorestamento e combate a incêndios em campos e florestas. 

 Regida pelo <a href=""http://www.planalto.gov.br/ccivil_03/decreto-lei/1965-1988/Del0917.htm"" target=""_blank"" title="""">Decreto Lei 917,</a> de 7 de setembro de 1969, e regulamentada pelo<a href=""http://www2.camara.leg.br/legin/fed/decret/1980-1987/decreto-86765-22-dezembro-1981-436405-publicacaooriginal-1-pe.html"" target=""_blank"" title=""""> Decreto 86.765</a>, de 22 de dezembro de 1981, a aviação agrícola brasileira pode ser conduzida por pessoas físicas ou jurídicas que possuam certificado para esse tipo de operação.  

 A emissão de registros das empresas e pilotos de aviação agrícola é de responsabilidade do Ministério da Agricultura. A solicitação deve ser feita nas Superintendências Federais de Agricultura (SFAs) nos estados ou Distrito Federal. Além disso, todos os registrados devem remeter, à superintendência de seu estado, relatórios mensais de suas atividades. 

 Além das exigências, o aviador agrícola deve seguir as restrições para aplicar agrotóxicos. Áreas localizadas a até 500 metros de povoações, cidades, vilas, bairros e também áreas de mananciais de captação de água para abastecimento não podem sofrer aplicação de agrotóxico por meio da aviação agrícola.  

 Desde 2010, as empresas de aviação agrícola tiveram que se adequar às <a href=""http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-agricolas/agrotoxicos/arquivos/inm00000001.pdf"" target=""_blank"" title="""">novas regras</a> para adaptar os locais em que os aviões são lavados e descontaminados. A <a href=""http://www.agricultura.gov.br/assuntos/insumos-agropecuarios/insumos-agricolas/agrotoxicos/arquivos/in2.pdf"" target=""_blank"" title="""">Instrução Normativa n° 02, de janeiro de 2008</a>, informa que as empresas devem adotar equipamentos como o gerador de ozônio, que degrada as moléculas de agrotóxico para evitar a contaminação do local. Caso a empresa não cumpra essa adequação, haverá penalidade administrativa de até 100 salários mínimos mensais, suspensão ou cancelamento do registro da empresa, além de penas cível e criminal, em caso de crime ambiental.  ";AGRICULTURA-ENGENHARIA AGRICOLA-AVIACAO AGRICOLA;;;;;
68056;IRRIGACAO E DRENAGEM;Irrigação é uma técnica utilizada na agricultura que tem por objetivo o fornecimento controlado de água para as plantas em quantidade suficiente e no momento certo, assegurando a produtividade e a sobrevivência da plantação. Complementa a precipitação natural, e em certos casos, enriquece o solo com a deposição de elementos fertilizantes.Drenagem é o ato de escoar as águas de terrenos encharcados, por meio de tubos, túneis, canais, valas e fossos sendo possível recorrer a motores como apoio ao escoamento. Os canais podem ser naturais (rios ou córregos) ou artificiais de concreto simples ou armado ou de gabião. Os sistemas de drenagem, que compreendem além dos condutos forçados e dos condutos livres podem ser urbanos e/ou rurais e visam escoar as águas de chuvas e evitar enchentes.;AGRICULTURA-ENGENHARIA AGRICOLA-IRRIGACAO E DRENAGEM;;;;;
68057;EXTENSAO RURAL;É o processo de estender, ao povo rural, conhecimentos e habilidades, sobre práticas agropecuárias, florestais e domésticas, reconhecidas como importantes e necessárias à melhoria de sua qualidade de vida.;AGRICULTURA-EXTENSAO RURAL;;;;;
68058;ADITIVOS DE ALIMENTOS;Os aditivos se definem como substâncias dotadas ou não de valor nutritivo intencionalmente adicionadas aos alimentos com a finalidade de impedir alterações, manter, conferir ou intensificar seu aroma, cor e sabor, modificar ou manter seu estado físico. Pequenas porções de aditivos, quando acrescentadas nos alimentos, garantem visual e aspecto favoráveis ao consumo do produto. Vejamos as principais substâncias adicionadas para melhorar a aparência de alimentos e garantir a saúde ao consumidor. Antioxidantes: a margarina e outros produtos gordurosos possuem a desvantagem de ficarem rançosos quando ficam armazenados por muito tempo. Os antioxidantes foram criados para amenizar esta característica comum dos produtos gordurosos, uma vez presentes, retardam a ação do oxigênio sobre o produto. Conservantes: inibem o aparecimento e reprodução de micróbios e por isso são adicionados a alimentos para auxiliar na conservação dos mesmos. Acidulantes: proporcionam uma maior acidez ao produto, dificultando o ataque de micro-organismos e consequente deterioração. Corantes: agora entra o aspecto visual do produto, a indústria usa de artifícios para chamar a atenção: na seção alimentícia, um alimento colorido e com aspecto saudável ganha a preferência do consumidor. São os corantes que garantem este aspecto, se não existissem, como as balas, pirulitos e guloseimas em geral ficariam tão atrativas às crianças? A variedade de cores desses produtos é um dos estímulos ao consumo. Espessantes: já reparou que alguns alimentos possuem uma consistência característica, como por exemplo, o creme de leite, os iogurtes, as geleias. Graças aos chamados espessantes os produtos adquirem a viscosidade desejada pelo fabricante. Estabilizantes: aditivo para garantir que o produto não perca as características (cor, consistência, etc.) adquiridas durante seu processamento.;ALIMENTO-ADITIVOS DE ALIMENTOS;;;;;
68059;DIFERENCIA ENTRE CULINARIA E GASTRONOMIA;"Culinária é a arte de cozinhar, ou seja, confeccionar alimentos. 
 
Gastronomia se ocupa mais especificamente das técnicas de confecção dos alimentos.";ALIMENTO-CULINARIA E GASTRONOMIA;;;;;
68060;TECNOLOGIA DE ALIMENTOS;A tecnologia de alimentos envolve conhecimentos das áreas de química, bioquímica, nutrição, farmácia e que refere-se a um conjunto de técnicas relativas aos processos de industrialização dos produtos de origem vegetal e animal. Além disso abrange técnicas gerenciais relacionadas a estes processos. Os profissionais da área devem ser aptos a gerenciar e planejar processos de transformação de alimentos e bebidas, implementar atividades, administrar, gerenciar recursos, promover mudanças tecnológicas e aprimorar condições de segurança, qualidade, saúde e meio ambiente. Esse caráter multidisciplinar é consequência do tipo de informações necessárias para o processamento dos alimentos. É preciso conhecer com profundidade os alimentos no que se refere a:· Os diferentes tipos e fontes (carnes, frutas, hortaliças, laticínios, grãos etc.), · Sua composição (proteínas, açúcares, vitaminas, lipídios, etc.) · Sua bioquímica (reações enzimáticas, respiração, maturação, envelhecimento, etc.) · Sua microbiologia (microorganismos, deterioração, infecções e intoxicações de origem alimentar etc.) · Características sensoriais (sabor, textura, aroma, cor, etc.) E as diversas técnicas e processos:· Beneficiamentos (moagem, secagem, concentração, extração de polpas, sucos, de óleos vegetais, etc.) · Tratamentos térmicos (pasteurização, esterilização, congelamento, liofilização, etc.) · Biotecnologia (fermentação, tratamentos enzimáticos, etc.) · Emprego de ingredientes e matérias-primas · Embalagens para alimentos O conhecimento das interações entre processo e alimento visam o controle das condições que proporcionam os padrões de qualidade alimentar desejados, a evolução de técnicas tradicionais e a viabilização de produtos inéditos no mercado.;ALIMENTO-TECNOLOGIA DE ALIMENTOS;;;;;
68061;ARMAZENAMENTO DE ALIMENTO ANIMAL ;"Para armazenamento de ração e alimentos para animais, a legislação em vigor é o Decreto 6.296/2007: 
 
http://sistemasweb.agricultura.gov.br/sislegis/action/detalhaAto.do?method=visualizarAtoPortalMapa&amp;chave=416587280 
 
O mesmo não exige necessidade de registro de estabelecimento, apenas acondicionamento em boas condições higiênico sanitárias.";ALIMENTO-ARMAZENAMENTO DE ALIMENTO;;;;;
68062;BEBIDAS DIETÉTICA OU BAIXA CALORIA;"A Instrução Normativa Nº 30, de 27 de setembro de 1999, aprova o Regulamento Técnico para a fixação dos padrões de identidade e qualidade para a bebida dietética ou de baixa caloria. De acordo com a legislação de bebidas (Decreto 2.314/97), especificamente nos casos de refrigerantes, refrescos, xaropes e preparados líquidos para refrescos, o conceito de bebida ""diet"" é diferente do conceito de ""light"". Para efeito de registro no MAPA as duas bebidas (light e diet) são tratadas com sendo bebidas diferentes, assim, são passíveis de dois registros diferentes.";ALIMENTO-BEBIDAS;;;;;
68063;LEGISLAÇÃO DE BEBIDAS;"A legislação sobre bebidas trata da padronização, classificação, registro, inspeção, produção e fiscalização. Dispõe, também,  sobre produção, circulação e comercialização do vinho e dos derivados da uva e do vinho. 
 
A estrutura legal constitui-se das leis nº 8.918, de julho de 1994, e nº 7.678, de novembro de 1988, bem como de seus decretos regulamentadores (Decreto nº 6.871/09 e Decreto nº 99.066/1990) e Instruções Normativas ou Portarias. 
 
Para obter informações sobre Bebidas, solicitamos: 
 
1. Acessar o endereço eletrônico: http://www.agricultura.gov.br/ 
2. Clicar na opção: Inspeção; 
3. Clicar na opção: Produtos de Origem Vegetal; 
4. Clicar no item: Vinhos e Bebidas;  
 
Para obter maiores informações sobre: 
 
- Orientação para Registro de Estabelecimentos e Produtos  
- Principais Produtos  
- Legislação  
- Rótulos e Embalagens 
 
Deverá contactar a Superitendência Federal de Agricultura de seu Estado. Link com endereços e contatos de todas SFA's: 
 
http://www.agricultura.gov.br/sfa";ALIMENTO-BEBIDAS;;;;;
68064;SUCO DE NONI;"<div style=""text-align: justify;""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">O Ministério da Agricultura, Pecuária e Abastecimento/Mapa registra, entre outros produtos, o estabelecimento importador de bebidas, como é o caso da empresa Tahitian Noni, importadora do suco de noni. No caso de bebida importada, a bebida não é registrada mas somente a empresa importadora. Este Ministério deixou de ser órgão anuente na importação do suco de noni devido as alegações de seu caráter medicamentoso e/ou terapêutico. Desta forma, não se enquadra como produto de competência da Coordenação- Geral de Vinhos e Bebidas - CGVB/DIPOV deste Ministério.Para obter informações sobre o suco de noni, solicitamos entrar em contato com a  Agência Nacional de Vigilância Sanitária - ANVISA  por meio de:</span></span></div>
 
<span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px""> Telefone da Central de Atendimento - 0800 642 9782  
 
 Formulário Eletrônico: </span></span>

<div style=""margin-left: 40px;""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px""><a href=""http://http://portal.anvisa.gov.br/fale-conosco"">http://portal.anvisa.gov.br/fale-conosco</a></span></span></div>
 
<span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px""> Ou site: </span></span>

<div style=""margin-left: 40px;""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px""><a href=""http://www.anvisa.gov.br/.,"">http://www.anvisa.gov.br/.,</a> 
<a href=""http://portal.anvisa.gov.br/documents/33916/388729/Informe+T%C3%A9cnico+n.+25%2C+de+maio+de+2007/f1652e84-4529-4844-9c82-9d0f889e1fd0"">http://portal.anvisa.gov.br/documents/33916/388729/Informe+T%C3%A9cnico+n.+25%2C+de+maio+de+2007/f1652e84-4529-4844-9c82-9d0f889e1fd0</a></span></span> 
<a href=""http://www.agricultura.gov.br/assuntos/vigilancia-agropecuaria/ivegetal/bebidas""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">http://www.agricultura.gov.br/assuntos/vigilancia-agropecuaria/ivegetal/bebida</span></span>s</a></div>";ALIMENTO-BEBIDAS;;;;;
68065;SUCO , SUMO E NÉCTAR;Essas categorias de produtos são classificadas pelo Ministério da Agricultura, Pecuária e Abastecimento de acordo com a concentração de suco usada na fórmula. O Decreto nº 6.871/2009 define Suco ou Sumo como bebida não fermentada, não diluída e não concentrada, feito na hora à base da fruta madura, submetida a condições adequadas de conservação até o momento do consumo. Néctar de frutas é um líquido que contém parte da polpa da fruta, não fermentada, não concentrada, não diluída, com adição de açúcar e ácido cítrico. Pode-se dizer que o néctar é um suco diluído em água. No Brasil, a legislação determina que, para que um fabricante possa classificar sua bebida como suco de frutas, esta deve ser composta de mais de 50% de frutas. No caso do néctar, essa taxa varia entre 20 e 30%.Refresco de frutas é uma bebida não gaseificada, não fermentada, obtida pela diluição em água potável, do suco de fruta, polpa ou extrato vegetal de sua origem, com a adição de açucares. Refrigerante de fruta é o produto mais diluído, mas com adição obrigatória do suco de fruta. É uma bebida não alcoólica e não fermentada, à base de água mineral e açúcar, podendo conter edulcorante, extratos ou aroma sintetizado de frutas ou outros vegetais e gás carbônico.Também existe a denominação Suco Tropical para classificar produtos com adição de água, obtidos da polpa ou do suco concentrado de fruta tropical, como abacaxi, acerola, cajá, caju, goiaba, graviola, mamão, manga, mangaba, maracujá, pêssego, pitanga, graviola e cupuaçu. De acordo com a norma, expressões como Suco pronto para Beber podem ser usadas no rótulo do suco tropical quando o produto for adoçado. A quantidade mínima de polpa de fruta admitida para esse tipo de suco é de 50%, com exceção de casos em que a fruta apresenta acidez alta, conteúdo de polpa muito elevado ou sabor muito forte – como maracujá, cupuaçu ou graviola, em que são admitidos até 35% de polpa. Uma bebida mista elaborada pela combinação de dois ou mais sucos precisa conter pelo menos 30% em néctares de suco no total, quando for classificada como néctar, e 10% para a classe dos refrescos. Um néctar de abacaxi, laranja e maracujá, por exemplo, deve ter, no mínimo, 30% de suco. Adoçados - A quantidade máxima de açúcar que deve ser adicionada nessas bebidas só está prevista para o suco e equivale a, no máximo, 10% do total em peso. Dessa forma, o produto recebe a denominação de ‘suco adoçado’.;ALIMENTO-BEBIDAS;;;;;
68066;BEBIDAS ALCOÓLICAS ;"Para informações de  teor máximo permitido de álcool em bebidas alcoólicas, não existe um padrão único para todas. Cada bebida alcoólica tem o seu teor máximo permitido. Para verificação, há a necessidade de pesquisar no site do Mapa a  legislação pertinente à bebida desejada (padrão identidade qualidade vinho; rum; etc.). 
 
Para consultar uma legislação solicitamos seguir os procedimentos indicados abaixo: 
 
1. Acessar o endereço eletrônico: http://www.agricultura.gov.br 
2. Clicar na opção: Sistemas 
3. Clicar na opção: SISLEGIS";ALIMENTO-BEBIDAS;;;;;
68067;O QUE É AGROBASE?;"Informamos que Agrobase é uma base de dados que contém descrição bibliográfica da literatura agrícola nacional, com link para algumas publicações com texto na íntegra, produzida em nível científico e extensão rural, com mais de 300 mil referências correntes e retrospectivas, fazendo a cobertura de 1870 até o momento. Desenvolvida e gerenciada pela Biblioteca Nacional de Agricultura -Binagri, órgão da Secretaria Executiva - SE do Ministério da Agricultura, Pecuária e Abastecimento e com a colaboração de outras instituições. Inclui principalmente documentos não convencionais de difícil acesso (monografias, relatórios, documentos de congressos, teses, publicações seriadas) e artigos de periódicos. A Agrobase contém documentos na área de Ciências Agrárias e afins, ou seja: Produção Vegetal; Produção Animal; Defesa Animal; Defesa Vegetal; Pesca; Solo; Floresta; Engenharia Agrícola; Nutrição Animal; Nutrição Vegetal; Nutrição Humana; Poluição; Economia agrícola; Estatística Agrícola Os registros bibliográficos na Agrobase são elaborados, segundo padrão Internacional do Sistema de Informação para a Ciência e Tecnologia Agrícola Agris - International Information System for the Agricultural Sciences and Technology. Utiliza-se para codificação do assunto: a Categoria de Assunto Agris/CARIS da FAO. Utiliza-se para padronização da Indexação: o Thesagro - Thesaurus Agrícola Nacional, desenvolvido na Binagri. Para executar a pesquisa, solicitamos: 
 
1. Acessar o endereço eletrônico: http://www.agricultura.gov.br/ 
Clicar na opção: Biblioteca (canto superior direito da tela); 
 
2. Clicar no ícone: Agrobase; 
 
3. Verificar a metodologia e exemplo de pesquisa; 
 
4. Clicar na opção  <a href=""http://snida.agricultura.gov.br:81/binagri/html/Cen_agb1.html"" target=""_blank"">Clique aqui para acessar o Agrobase</a> ; 
 
5. Entre com a expressão de Pesquisa no campo específico; 
 
Observações Importantes:O que é disponibilizado é a referência do documento, ou seja, o número BR. Poucos documentos estão disponíveis por completo. As publicações disponíveis na Agrobase não podem ser reproduzidas devido à restrição imposta pela lei de direitos autorais.";BIBLIOTECA-BINAGRI-INFORMACOES-BASE DE DADOS-AGROBASE;;;;;
68068;INTERPRETAÇÃO DE BUSCA;"A linguagem de busca é baseada na álgebra booleana, que fornece uma forma conveniente de expressar operações lógicas entre as palavras e/ou termos de busca numa pesquisa. 
 
INTERSECÇÃO: Representado pelo asterisco ( * ) ou a palavra AND, utilizado para combinar dois ou mais descritores. Exemplo: - Estatística * Fruta tropical- Biodiversidade * Amazonia - (""COSTA, F.M. DA"" * CENAGRI)- (INFORMAÇÃO * AGRÍCOLA)- (MERCAD$ * EXPORT) + FRUTA - (planejamen$ * agricola$)UNIÃO: Representado pelo sinal (+) ou a palavra OR, se utiliza para agrupar termos. 
 
Utilizar parenteses para uma correta interpretação da busca.Exemplo- cocção + liofilizacao - marketing rural + propaganda - Café + Cacau / Café OR Cacau - (Tomate + pepino) * (Doenças + Virosis) - aerofotogrametria + sensoriamento remoto - bioquimica + (planta * produtora * drogas) 
 
MENOS (EXCLUSÃO): Representado pelo sinal (^) ou as palavras AND NOT, excluem aqueles registros que tratam sobre tópicos que não nos interessam. Ex.: - GADO ^ CORTE- praga de planta ^ controle quimico- GRÃOS ^ (soja+trigo)- floresta ^ devastação- Doença de Planta ^ VIRUS - produçao ^ perda$ 
 
TRUNCAGEM DOS TERMOS: Representada pelo sinal dolar($), permite efetuar buscas sobre termos que contenham uma raiz comum. Exemplo: - Abacat$ (abacateiro, abacateiros, abacates )- FRUTI$ (FRUTICOLAS, FRUTICULTURA) 
 
ADJACÊNCIA DE TERMOS:Ocorrência na mesma sentença/campo. Representado pela letra ""(G)"" entre parentesis e o sinal de ponto final"" Exemplo: a (g) b = o mesmo campoa . b = adjacente (uma palavra ao lado da outra)a . . b = no máximo um palavra entre os termos de buscaa . . . b = no máximo duas palavras entre os termos de buscaágua (G) solo (Recuperará todos os registros contendo ambos os termos água e solo, desde que eles ocorram no mesmo campo).Exemplo : Título: ""Efeitos de sistemas de preparo do solo no uso da agua e na produtividade do feijoeiro"" sistema . (produçao + integrado) sistema . . (produçao + integrado)Título:Pesquisa em sistema integrado de producao em Silvania, Goias: procedimentos iniciais para a classificacao das propriedades do municipio.";BIBLIOTECA-BINAGRI-INFORMACOES-BASE DE DADOS-AGROBASE;;;;;
68069;ANUARIO ESTATISTICO DE AGROENERGIA;"Os Anuários Estatísticos da Agroenergia 2009, 2012,2014 estão acessíveis no site do Ministério da Agricultura, Pecuária e Abastecimento. A publicação da Secretaria de Produção e Agroenergia (SPAE) reúne informações sobre a evolução da produção da cana-de-açúcar e dados da exportação, importação e do mercado mundial de etanol e açúcar. As estatísticas das principais oleaginosas com potencial para a produção de biodiesel também estão no documento. Em sua segunda edição, o anuário ampliou o capítulo Biodiesel, com dados sobre a participação de matérias-primas na fabricação do produto, entre elas, soja, girassol e palma (dendê). Em 2010, houve o lançamento do Programa de Produção Sustentável da Palma de Óleo, que garante maior sustentabilidade na expansão da cultura, ao restringir novos plantios em áreas já desmatadas e dar condições diferenciadas ao financiamento da produção familiar da oleaginosa.A BINAGRI dispõe apenas do Anuário Estatístico da Agroenergia 2009 impresso, para envio aos cidadão. A publicação referente a 2010 está disponível apenas no site do MAPA, em: 
 
http://www.agricultura.gov.br/ 
 
- No quadro de assuntos selecionar a opção Sustentabilidade  
 
- Selecionar o ícone: Agroenergia 
 
- Publicações.";BIBLIOTECA-PUBLICACOES-ANUARIO ESTATISTICO DE AGROENERGIA;;;;;
